experiments_all_line,scenario,scenario_label,domain,language,language_label,lang_id,expected_language,agent_llm,agent_family,normalized_agent_llm,simulation_source,results_json,role,turn_count,target_turn_count,non_target_turn_count,english_turn_count,language_correctness,non_target_share,english_share,detected_lang_proportion,detected_lang_proportion_json
74,l2_interaction,L2 Interaction,retail,filipino,TL,tl,tl,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_063830_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino,data/simulations/l2_interaction/20260420_063830_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino/results.json,user,1894,1474,420,368,0.778247,0.221753,0.194298,tl_0.778|en_0.194|io_0.004|de_0.003|it_0.003|sh_0.002|uk_0.002|es_0.001|et_0.001|fr_0.001|ilo_0.001|ru_0.001|br_0.001|da_0.001|eo_0.001|hr_0.001|jv_0.001|lt_0.001|nl_0.001|no_0.001|oc_0.001|pl_0.001|ro_0.001|sco_0.001|sq_0.001|ta_0.001|tg_0.001|tr_0.001|vi_0.001,"{""br"":0.000528,""da"":0.000528,""de"":0.003168,""en"":0.194298,""eo"":0.000528,""es"":0.001056,""et"":0.001056,""fr"":0.001056,""hr"":0.000528,""ilo"":0.001056,""io"":0.003696,""it"":0.003168,""jv"":0.000528,""lt"":0.000528,""nl"":0.000528,""no"":0.000528,""oc"":0.000528,""pl"":0.000528,""ro"":0.000528,""ru"":0.001056,""sco"":0.000528,""sh"":0.001584,""sq"":0.000528,""ta"":0.000528,""tg"":0.000528,""tl"":0.778247,""tr"":0.000528,""uk"":0.001584,""vi"":0.000528}"
75,l2_interaction,L2 Interaction,retail,filipino,TL,tl,tl,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_051905_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260513_051905_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,agent,2734,1874,860,859,0.685443,0.314557,0.314192,tl_0.685|en_0.314|sco_0.000,"{""en"":0.314192,""sco"":0.000366,""tl"":0.685443}"
75,l2_interaction,L2 Interaction,retail,filipino,TL,tl,tl,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_051905_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260513_051905_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,user,1967,1471,496,412,0.747839,0.252161,0.209456,tl_0.748|en_0.209|de_0.007|io_0.007|pt_0.004|fr_0.004|lt_0.003|sh_0.003|es_0.003|la_0.002|it_0.002|hr_0.001|ro_0.001|ru_0.001|sco_0.001|br_0.001|cy_0.001|hu_0.001|id_0.001|ms_0.001|nl_0.001|qu_0.001|si_0.001|sq_0.001,"{""br"":0.000508,""cy"":0.000508,""de"":0.007117,""en"":0.209456,""es"":0.002542,""fr"":0.003559,""hr"":0.001017,""hu"":0.000508,""id"":0.000508,""io"":0.007117,""it"":0.001525,""la"":0.002034,""lt"":0.00305,""ms"":0.000508,""nl"":0.000508,""pt"":0.004067,""qu"":0.000508,""ro"":0.001017,""ru"":0.001017,""sco"":0.001017,""sh"":0.00305,""si"":0.000508,""sq"":0.000508,""tl"":0.747839}"
76,l2_interaction,L2 Interaction,retail,filipino,TL,tl,tl,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_155537_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260509_155537_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,agent,2006,1502,504,504,0.748754,0.251246,0.251246,tl_0.749|en_0.251,"{""en"":0.251246,""tl"":0.748754}"
76,l2_interaction,L2 Interaction,retail,filipino,TL,tl,tl,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_155537_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260509_155537_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,user,1814,1401,413,341,0.772326,0.227674,0.187982,tl_0.772|en_0.188|de_0.006|io_0.006|es_0.003|hu_0.003|id_0.003|lt_0.002|eo_0.002|it_0.002|la_0.002|pt_0.002|fr_0.001|nl_0.001|ro_0.001|sh_0.001|ar_0.001|br_0.001|bs_0.001|ca_0.001|gl_0.001|hr_0.001|ilo_0.001|pl_0.001|ru_0.001|war_0.001,"{""ar"":0.000551,""br"":0.000551,""bs"":0.000551,""ca"":0.000551,""de"":0.006064,""en"":0.187982,""eo"":0.001654,""es"":0.003308,""fr"":0.001103,""gl"":0.000551,""hr"":0.000551,""hu"":0.003308,""id"":0.002756,""ilo"":0.000551,""io"":0.005513,""it"":0.001654,""la"":0.001654,""lt"":0.002205,""nl"":0.001103,""pl"":0.000551,""pt"":0.001654,""ro"":0.001103,""ru"":0.000551,""sh"":0.001103,""tl"":0.772326,""war"":0.000551}"
77,l2_interaction,L2 Interaction,retail,indonesian,ID,id,id,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_040050_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian,data/simulations/l2_interaction/20260420_040050_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian/results.json,agent,2041,1595,446,443,0.78148,0.21852,0.21705,id_0.781|en_0.217|ms_0.001|jv_0.000,"{""en"":0.21705,""id"":0.78148,""jv"":0.00049,""ms"":0.00098}"
77,l2_interaction,L2 Interaction,retail,indonesian,ID,id,id,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_040050_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian,data/simulations/l2_interaction/20260420_040050_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian/results.json,user,1666,1553,113,83,0.932173,0.067827,0.04982,id_0.932|en_0.050|ms_0.007|es_0.002|it_0.002|ru_0.002|eo_0.001|ar_0.001|br_0.001|ca_0.001|de_0.001|jv_0.001|sw_0.001,"{""ar"":0.0006,""br"":0.0006,""ca"":0.0006,""de"":0.0006,""en"":0.04982,""eo"":0.0012,""es"":0.002401,""id"":0.932173,""it"":0.001801,""jv"":0.0006,""ms"":0.007203,""ru"":0.001801,""sw"":0.0006}"
78,l2_interaction,L2 Interaction,retail,indonesian,ID,id,id,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_021823_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260513_021823_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,agent,2563,2204,359,355,0.85993,0.14007,0.13851,id_0.860|en_0.139|ja_0.001|ms_0.000,"{""en"":0.13851,""id"":0.85993,""ja"":0.001171,""ms"":0.00039}"
78,l2_interaction,L2 Interaction,retail,indonesian,ID,id,id,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_021823_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260513_021823_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,user,1813,1764,49,25,0.972973,0.027027,0.013789,id_0.973|en_0.014|ms_0.008|de_0.003|fr_0.001|it_0.001|ja_0.001,"{""de"":0.003309,""en"":0.013789,""fr"":0.001103,""id"":0.972973,""it"":0.000552,""ja"":0.000552,""ms"":0.007722}"
79,l2_interaction,L2 Interaction,retail,indonesian,ID,id,id,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_093704_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260509_093704_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,agent,1925,1571,354,350,0.816104,0.183896,0.181818,id_0.816|en_0.182|ms_0.002,"{""en"":0.181818,""id"":0.816104,""ms"":0.002078}"
79,l2_interaction,L2 Interaction,retail,indonesian,ID,id,id,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_093704_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260509_093704_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,user,1718,1668,50,27,0.970896,0.029104,0.015716,id_0.971|en_0.016|ms_0.006|de_0.005|fr_0.001|ja_0.001|nl_0.001|ru_0.001,"{""de"":0.004657,""en"":0.015716,""fr"":0.001164,""id"":0.970896,""ja"":0.000582,""ms"":0.005821,""nl"":0.000582,""ru"":0.000582}"
80,l2_interaction,L2 Interaction,retail,thai,TH,th,th,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_023353_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai,data/simulations/l2_interaction/20260420_023353_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai/results.json,agent,1968,1590,378,378,0.807927,0.192073,0.192073,th_0.808|en_0.192,"{""en"":0.192073,""th"":0.807927}"
80,l2_interaction,L2 Interaction,retail,thai,TH,th,th,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_023353_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai,data/simulations/l2_interaction/20260420_023353_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai/results.json,user,1635,1560,75,62,0.954128,0.045872,0.03792,th_0.954|en_0.038|de_0.001|es_0.001|fr_0.001|ru_0.001|fa_0.001|it_0.001|ta_0.001|uk_0.001|zh_0.001,"{""de"":0.001223,""en"":0.03792,""es"":0.001223,""fa"":0.000612,""fr"":0.001223,""it"":0.000612,""ru"":0.001223,""ta"":0.000612,""th"":0.954128,""uk"":0.000612,""zh"":0.000612}"
81,l2_interaction,L2 Interaction,retail,thai,TH,th,th,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_230553_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260512_230553_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,agent,2394,2032,362,362,0.848789,0.151211,0.151211,th_0.849|en_0.151,"{""en"":0.151211,""th"":0.848789}"
81,l2_interaction,L2 Interaction,retail,thai,TH,th,th,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_230553_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260512_230553_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,user,1570,1544,26,12,0.983439,0.016561,0.007643,th_0.983|en_0.008|de_0.004|fr_0.003|ru_0.002,"{""de"":0.003822,""en"":0.007643,""fr"":0.003185,""ru"":0.001911,""th"":0.983439}"
82,l2_interaction,L2 Interaction,retail,thai,TH,th,th,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260508_194059_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260508_194059_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,agent,1765,1402,363,363,0.794334,0.205666,0.205666,th_0.794|en_0.206,"{""en"":0.205666,""th"":0.794334}"
82,l2_interaction,L2 Interaction,retail,thai,TH,th,th,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260508_194059_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260508_194059_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,user,1604,1591,13,6,0.991895,0.008105,0.003741,th_0.992|de_0.004|en_0.004|fr_0.001,"{""de"":0.003741,""en"":0.003741,""fr"":0.000623,""th"":0.991895}"
83,l2_interaction,L2 Interaction,retail,vietnamese,VI,vi,vi,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_012220_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese,data/simulations/l2_interaction/20260420_012220_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese/results.json,agent,2078,1696,382,382,0.816169,0.183831,0.183831,vi_0.816|en_0.184,"{""en"":0.183831,""vi"":0.816169}"
83,l2_interaction,L2 Interaction,retail,vietnamese,VI,vi,vi,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_012220_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese,data/simulations/l2_interaction/20260420_012220_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese/results.json,user,1682,1586,96,74,0.942925,0.057075,0.043995,vi_0.943|en_0.044|es_0.004|de_0.002|it_0.002|ru_0.002|ca_0.001|et_0.001|no_0.001|pt_0.001|te_0.001|uk_0.001,"{""ca"":0.000595,""de"":0.002378,""en"":0.043995,""es"":0.003567,""et"":0.000595,""it"":0.001784,""no"":0.000595,""pt"":0.000595,""ru"":0.001784,""te"":0.000595,""uk"":0.000595,""vi"":0.942925}"
84,l2_interaction,L2 Interaction,retail,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_141138_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260512_141138_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,agent,2743,2386,357,357,0.869851,0.130149,0.130149,vi_0.870|en_0.130,"{""en"":0.130149,""vi"":0.869851}"
84,l2_interaction,L2 Interaction,retail,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_141138_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260512_141138_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,user,1736,1670,66,39,0.961982,0.038018,0.022465,vi_0.962|en_0.022|de_0.006|fr_0.005|no_0.002|ja_0.001|pt_0.001|ru_0.001,"{""de"":0.006336,""en"":0.022465,""fr"":0.004608,""ja"":0.001152,""no"":0.001728,""pt"":0.001152,""ru"":0.000576,""vi"":0.961982}"
85,l2_interaction,L2 Interaction,retail,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260508_001135_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260508_001135_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,agent,1916,1551,365,365,0.809499,0.190501,0.190501,vi_0.809|en_0.191,"{""en"":0.190501,""vi"":0.809499}"
85,l2_interaction,L2 Interaction,retail,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260508_001135_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260508_001135_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,user,1629,1594,35,20,0.978514,0.021486,0.012277,vi_0.979|en_0.012|de_0.005|ca_0.002|fr_0.002|ht_0.001,"{""ca"":0.001842,""de"":0.004911,""en"":0.012277,""fr"":0.001842,""ht"":0.000614,""vi"":0.978514}"
86,l2_interaction,L2 Interaction,telecom,chinese,ZH,zh,zh,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260429_025830_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese,data/simulations/l2_interaction/20260429_025830_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese/results.json,agent,2432,1944,488,488,0.799342,0.200658,0.200658,zh_0.799|en_0.201,"{""en"":0.200658,""zh"":0.799342}"
86,l2_interaction,L2 Interaction,telecom,chinese,ZH,zh,zh,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260429_025830_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese,data/simulations/l2_interaction/20260429_025830_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese/results.json,user,2388,2378,10,4,0.995812,0.004188,0.001675,zh_0.996|en_0.002|ja_0.001|be_0.000|fr_0.000|la_0.000,"{""be"":0.000419,""en"":0.001675,""fr"":0.000419,""ja"":0.001256,""la"":0.000419,""zh"":0.995812}"
87,l2_interaction,L2 Interaction,telecom,chinese,ZH,zh,zh,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_172533_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260513_172533_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,agent,2921,2567,354,353,0.878809,0.121191,0.120849,zh_0.879|en_0.121|ja_0.000,"{""en"":0.120849,""ja"":0.000342,""zh"":0.878809}"
87,l2_interaction,L2 Interaction,telecom,chinese,ZH,zh,zh,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_172533_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260513_172533_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,user,2258,2258,0,0,1.0,0.0,0.0,zh_1.000,"{""zh"":1.0}"
88,l2_interaction,L2 Interaction,telecom,chinese,ZH,zh,zh,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260510_103627_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260510_103627_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,agent,1631,1208,423,423,0.74065,0.25935,0.25935,zh_0.741|en_0.259,"{""en"":0.25935,""zh"":0.74065}"
88,l2_interaction,L2 Interaction,telecom,chinese,ZH,zh,zh,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260510_103627_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260510_103627_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,user,1472,1472,0,0,1.0,0.0,0.0,zh_1.000,"{""zh"":1.0}"
89,l2_interaction,L2 Interaction,telecom,filipino,TL,tl,tl,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260429_054648_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino,data/simulations/l2_interaction/20260429_054648_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino/results.json,agent,2780,2286,494,493,0.822302,0.177698,0.177338,tl_0.822|en_0.177|ja_0.000,"{""en"":0.177338,""ja"":0.00036,""tl"":0.822302}"
89,l2_interaction,L2 Interaction,telecom,filipino,TL,tl,tl,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260429_054648_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino,data/simulations/l2_interaction/20260429_054648_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino/results.json,user,2791,2699,92,60,0.967037,0.032963,0.021498,tl_0.967|en_0.021|la_0.001|es_0.001|it_0.001|id_0.001|ilo_0.001|io_0.001|ms_0.001|ro_0.001|ceb_0.000|de_0.000|fr_0.000|ja_0.000|ko_0.000|lt_0.000|pl_0.000|pt_0.000|qu_0.000|ru_0.000|sv_0.000|tr_0.000,"{""ceb"":0.000358,""de"":0.000358,""en"":0.021498,""es"":0.001075,""fr"":0.000358,""id"":0.000717,""ilo"":0.000717,""io"":0.000717,""it"":0.001075,""ja"":0.000358,""ko"":0.000358,""la"":0.001433,""lt"":0.000358,""ms"":0.000717,""pl"":0.000358,""pt"":0.000358,""qu"":0.000358,""ro"":0.000717,""ru"":0.000358,""sv"":0.000358,""tl"":0.967037,""tr"":0.000358}"
90,l2_interaction,L2 Interaction,telecom,filipino,TL,tl,tl,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260516_115946_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260516_115946_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,agent,4079,3656,423,423,0.896298,0.103702,0.103702,tl_0.896|en_0.104,"{""en"":0.103702,""tl"":0.896298}"
90,l2_interaction,L2 Interaction,telecom,filipino,TL,tl,tl,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260516_115946_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260516_115946_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,user,3179,3165,14,12,0.995596,0.004404,0.003775,tl_0.996|en_0.004|io_0.000|ro_0.000,"{""en"":0.003775,""io"":0.000315,""ro"":0.000315,""tl"":0.995596}"
91,l2_interaction,L2 Interaction,telecom,filipino,TL,tl,tl,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260510_145153_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260510_145153_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,agent,1771,1296,475,475,0.73179,0.26821,0.26821,tl_0.732|en_0.268,"{""en"":0.26821,""tl"":0.73179}"
91,l2_interaction,L2 Interaction,telecom,filipino,TL,tl,tl,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260510_145153_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260510_145153_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,user,1616,1600,16,10,0.990099,0.009901,0.006188,tl_0.990|en_0.006|hr_0.002|br_0.001|fr_0.001,"{""br"":0.000619,""en"":0.006188,""fr"":0.000619,""hr"":0.002475,""tl"":0.990099}"
